Provenance,Tool,Software,Vendor,Group,Integration,Band,Comp_or_Neural,X,Y,Recurrence,Inputs,Inference_Locus,Model_Backend,Date_Note,Source_URL,Status,Notes
survey 260812,Krita AI Diffusion Live Painting,Krita + krita-ai-diffusion plugin,"Acly (open source, GPL-3.0)",Painting / fashion / niche,plugin,Conditioned,neural,5,7.5,persistent,"the evolving painted canvas, text prompt, strength setting","The generated image re-resolves continuously as the artist paints, conditioned on current canvas content and prompt; feedback recurs at near-interactive rate through the session.","ComfyUI backend; SD 1.5/SDXL, Flux 2, Z-Image, Illustrious checkpoints","documented in current README, fetched 2026-08",https://github.com/Acly/krita-ai-diffusion,verified,
survey 260812,Monotype Font Pairing Generator,Monotype Fonts,Monotype,Painting / fashion / niche,hosted service,Conditioned,neural,2.8,1,single-pass,a chosen typeface,Pairing suggestions resolve from a chosen typeface through Monotype's pairing engine; the tool is listed under the vendor's Design products.,,"listed on vendor homepage, fetched 2026-08",https://www.monotype.com/,unverified,Tool listing confirmed; the AI/ML basis was unconfirmed on fetched vendor pages — band and neural labeling held provisionally.
survey 260812,Rebelle NanoPixel/Fractal Resize,Rebelle 8 Pro,Escape Motions,Painting / fashion / niche,core,Conditioned,hybrid,6.6,1.2,single-pass,the painted canvas or layer; target size/transform,"Higher-resolution detail resolves from the painted source through what the vendor describes as a fractal resizing algorithm based on machine learning; invoked at export (NanoPixel 2, up to 400x larger) or on layer transform (Fractal Image Processing).",,"documented on current Rebelle 8 page, fetched 2026-08",https://www.escapemotions.com/products/rebelle/about,verified,
survey 260812,StaffPad Handwriting Recognition,StaffPad,StaffPad Ltd.,Painting / fashion / niche,core,Conditioned,hybrid,7,5,iterative,pen-written music notation on staves (Apple Pencil or compatible stylus),"Typeset notation resolves from pen-written music through handwriting recognition, bar by bar while writing; the app also corrects stem directions, adds accidentals, and flags rhythmic inconsistencies. Vendor describes proprietary recognition algorithms.",,"current product page, fetched 2026-08",https://staffpad.net/,verified,"Vendor wording is 'unique algorithms'; ML implementation unstated, so hybrid held provisionally. Recognition recurs across the writing session."
survey 260812,Jitter AI Generate,Jitter,Jitter,Painting / fashion / niche,core,Inferential,neural,2,3,iterative,text prompt; optionally an existing design for one-click variations,"Editable animations, effects, and variations resolve from a text prompt; output is delivered as editable animation the designer can tweak and reuse. One-click variations re-resolve layouts and motion from an existing design.",,live on product site as of 2026-08; launch date to be confirmed,https://jitter.video/,verified,Generated output re-opens as addressable keyframe material — a case of inferential output returning to explicit working state.
survey 260812,KeyShot Imagine,KeyShot Studio,KeyShot (Luxion),Painting / fashion / niche,core,Inferential,neural,1.4,2.5,iterative,text prompt,Concept images resolve from a text prompt alone; positioned by the vendor for visual direction ahead of scene building.,undocumented; runs locally per vendor,included in KeyShot Studio 2025.2 per vendor AI page,https://www.keyshot.com/ai/,verified,
survey 260812,Krita AI Diffusion Text-to-Image,Krita + krita-ai-diffusion plugin,"Acly (open source, GPL-3.0)",Painting / fashion / niche,plugin,Inferential,neural,1.6,2.5,iterative,text prompt; optional per-region prompts via layers,"Images resolve from a text prompt through diffusion checkpoints; region layers can scope prompts to canvas areas, and jobs queue while the artist keeps working.","ComfyUI backend; SD 1.5/SDXL, Flux 2, Z-Image, Illustrious checkpoints","documented in current README, fetched 2026-08",https://github.com/Acly/krita-ai-diffusion,verified,
survey 260812,TattoosAI Prompt Generation,TattoosAI,TattoosAI,Painting / fashion / niche,hosted service,Inferential,neural,1.2,3,iterative,"text prompt plus a chosen style (18+ styles: geometric, watercolor, dotwork, minimalist, Japanese, realistic, others)",Tattoo design concepts resolve from a text prompt and a chosen style; the service returns several concepts per run and regeneration recurs prompt by prompt without a stated limit.,,"current product page, fetched 2026-08",https://tattoosai.com/,verified,"BlackInk AI, the other candidate in this niche, refused automated fetches (HTTP 405) — dropped rather than cited unseen. Marvelous Designer's site served no readable content, so that row was dropped too; CLO 3D covers the same simulation family."
survey 260812,Figma MCP server,Figma,Figma (official),Agents & MCP,core,Conditioned,hybrid,4,5.5,persistent,"selected frames; variables, components, auto-layout data; Code Connect mappings; screenshots of design structure","Serves frames, variables, components, and layout data from a Figma file to a coding agent, which resolves code conditioned on that design structure; it can also write frames, components, and variables back to the canvas. Invoked from the agent's IDE session against a selected node or file.","client-side coding agent (Copilot, Cursor, Windsurf, Claude Code)","Dev Mode MCP server beta June 4, 2025; by Aug 2026 remote server on all seats/plans, desktop server on Dev/Full seats, still beta and free during beta",https://help.figma.com/hc/en-us/articles/32132100833559,verified,Vendor-shipped. Banded Conditioned because generation resolves from a supplied design file; the newer canvas-writing direction (prompt to frames) leans inferential — placement to be confirmed by the author. Second source: figma.com/blog/introducing-figmas-dev-mode-mcp-server/.
survey 260812,n8n AI Agent node,n8n workflow automation,n8n (official),Agents & MCP,core,Conditioned,hybrid,5,6,iterative,designer-wired workflow graph; connected chat model; connected tool sub-nodes; incoming data per run,"An agent node inside a designer-built workflow graph receives data and decides which connected tool nodes to call, iterating until the task resolves. The surrounding pipeline is explicit node wiring; inference sits in the agent's tool selection and text steps.",designer-selected chat model (pluggable),"current docs Aug 2026; node now operates as Tools Agent, previously one of several agent types",https://docs.n8n.io/integrations/builtin/cluster-nodes/root-nodes/n8n-nodes-langchain.agent/,verified,Vendor-shipped. Banded Conditioned provisionally: the explicit graph governs which tools exist and how data flows; the agent resolves within that frame. Placement sits between bands — for the author to rule. Creative use runs through image/video/model API steps wired into pipelines.
survey 260812,Ableton MCP,Ableton Live,community (ahujasid),Agents & MCP,addon,Inferential,hybrid,2,6,persistent,"prompts; current Live set state read back (tracks, clips, tempo); browser instrument/effect names","A client LLM resolves prompts into Live set operations — track and clip creation, MIDI notes, device loading, transport control — through a remote-script bridge, invoked per conversational turn. Session state can be read back, so successive requests condition on the current set.","client-side LLM via MCP (Claude Desktop, Cursor)",no release dates on repo; 2.9k stars as of Aug 2026,https://github.com/ahujasid/ableton-mcp,verified,"Community project. Repo claims full arrangement construction (intro through outro sections) — capability claim, per README."
survey 260812,adb-mcp (Photoshop / Adobe apps),"Photoshop, Premiere Pro, InDesign, After Effects, Illustrator",community (Mike Chambers); not endorsed by Adobe,Agents & MCP,plugin,Inferential,hybrid,2,6,persistent,prompts; document state read back through UXP/CEP plugins; step-by-step or whole-task delegation,"A client LLM resolves prompts into layer, effect, and document operations in Photoshop and other Adobe apps through UXP/CEP plugins behind a Node.js proxy. It can carry a multi-step design task across calls, conditioned on document state it reads back.","client-side LLM (Claude Desktop, OpenAI Agent SDK)","proof-of-concept per repo, active development 2025–26; no formal release",https://github.com/mikechambers/adb-mcp,verified,Community proof-of-concept; repo states the project is not endorsed or supported by Adobe. Closest currently-verifiable Adobe-app MCP; a vendor-shipped Photoshop agent was announced in press but no vendor doc was reachable for this pass — left out rather than cited unverified.
survey 260812,After Effects MCP,Adobe After Effects 2022+,community (Dakkshin),Agents & MCP,plugin,Inferential,hybrid,2.2,5.5,persistent,prompts; composition/project metadata read back; layer property listings,"A client LLM resolves prompts into composition, layer, keyframe, and expression operations via ExtendScript automation — text, shape, solid, camera, and null layers with 50+ modifiable properties. Invoked per request; the agent can list compositions and project state between steps.",client-side LLM via MCP (Claude Code and other MCP clients),"no release dates on repo; 541 stars, 31 commits as of Aug 2026",https://github.com/Dakkshin/after-effects-mcp,verified,"Community project, smaller tool surface than the Resolve or Unity servers. Keyframes and expressions written by the agent stay editable as ordinary AE animation data."
survey 260812,Blender MCP,Blender,community (ahujasid),Agents & MCP,addon,Inferential,hybrid,2,6.5,persistent,"natural-language direction; live scene state and viewport screenshots read back between steps; optional asset references (Poly Haven, Sketchfab, Hyper3D)","A client LLM resolves natural-language direction into Blender operations over an MCP bridge — object creation and modification, materials, arbitrary Python in the running scene — invoked per request in a session loop. It can query scene state and capture viewport screenshots, so each step conditions on the current document.","client-side LLM via MCP (Claude Desktop, Cursor, VS Code, OpenCode)","no ship date on repo page; 25.8k stars, 169 commits as of Aug 2026",https://github.com/ahujasid/blender-mcp,verified,"Community project, MIT. Output lands in an editable Blender scene — inferential resolution, explicit residue. Largest-adoption community MCP in this set by star count (a document fact, held provisionally)."
